"Collection Name","Title#1","Name#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Date Issued#1","Edition#1","Frequency#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Identifier LUNA#1","Identifier ARK#1","Physical Location#1","Physical Location Type#1","Internet Media Type#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 22. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-01-15","22","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_022.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~22~298118","https://ark.colorado.edu/ark:/47540/797m7224c08x","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","22","4890","nspc_diePWwoche_022.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~22~298118","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_022.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 23. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-01-22","23","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_023.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~23~298116","https://ark.colorado.edu/ark:/47540/ss0n6c188416","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","23","4890","nspc_diePWwoche_023.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~23~298116","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_023.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 24. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-01-29","24","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_024.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~24~298112","https://ark.colorado.edu/ark:/47540/750p7c50m3rz","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","24","4890","nspc_diePWwoche_024.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~24~298112","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_024.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 25. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-02-05","25","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_025.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~25~298110","https://ark.colorado.edu/ark:/47540/5s6b0969h21r","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","25","4890","nspc_diePWwoche_025.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~25~298110","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_025.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 26. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-02-12","26","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","22 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_026.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~26~298108","https://ark.colorado.edu/ark:/47540/w75w5r68k0ds","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","26","4890","nspc_diePWwoche_026.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~26~298108","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_026.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 27. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-02-19","27","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_027.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~27~298106","https://ark.colorado.edu/ark:/47540/280s646701dw","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","27","4890","nspc_diePWwoche_027.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~27~298106","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_027.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 29. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-03-04","29","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_029.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~28~298104","https://ark.colorado.edu/ark:/47540/7g8t1g7533fj","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","28","4890","nspc_diePWwoche_029.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~28~298104","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_029.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 30. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-03-11","30","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_030.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~29~298102","https://ark.colorado.edu/ark:/47540/sc1f0h98r94v","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","29","4890","nspc_diePWwoche_030.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~29~298102","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_030.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 31. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-03-18","31","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_031.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~30~298100","https://ark.colorado.edu/ark:/47540/j9784n25n1vp","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","30","4890","nspc_diePWwoche_031.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~30~298100","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_031.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 32. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-03-25","32","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_032.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~31~298098","https://ark.colorado.edu/ark:/47540/h73m5q72d62r","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","31","4890","nspc_diePWwoche_032.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~31~298098","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_032.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 33. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-04-01","33","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_033.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~32~298096","https://ark.colorado.edu/ark:/47540/gv9k6n59s9wf","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","32","4890","nspc_diePWwoche_033.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~32~298096","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_033.pdf"
"Die PW Woche: Steimmen aus Lager U. Heimat","Die POW Woche 34. Ausgabe","Ofw. Albrecht, 8. Kompanie","Local","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Newsletter","https://id.loc.gov/authorities/genreForms/gf2014026131.html","Camp Carson, Colo. ","1944-04-08","34","Weekly","German","https://id.loc.gov/vocabulary/iso639-2/deu.html","ISO649-2","20 pages","weeklies (publications)","http://vocab.getty.edu/aat/300312030","From Camp to Home","Germans -- United States -- Newspapers.","http://id.loc.gov/authorities/subjects/sh2009125920","Prisoners of war -- Germany -- Newspapers","http://libraries.colorado.edu/record=b10774696~S3","Propaganda, German","http://id.loc.gov/authorities/subjects/sh85107463","World War, 1939-1945 -- Prisoners and prisons, American -- Newspapers","https://libraries.colorado.edu/search~S3?/dWorld+War%2C+1939-1945+--+Prisoners+and+prisons%2C+Am/dworld+war+++++1939+++++1945+prisoners+and+prisons+american+newspapers/-3,-1,0,B/browse","Fort Carson (Colo.)","http://id.loc.gov/authorities/names/n82075700","nspc_diePWwoche_034.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~33~298094","https://ark.colorado.edu/ark:/47540/g7548q1291jn","Special Collections and Archives at the University of Colorado Boulder Libraries","Local","application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","33","4890","nspc_diePWwoche_034.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~25~25~33~298094","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~25~25/4890/nspc_diePWwoche_034.pdf"
